s,p,o
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.114506687433694 52.09202204904821, 5.114586059060784 52.091935135244235)"
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{2996FDA1-AF61-4CE8-A6FC-65AA556ACF03}
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,11.0948618619
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,108
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{2996FDA1-AF61-4CE8-A6FC-65AA556ACF03}
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136311.860514108 456008.979763845, 136317.263608281 455999.289431906)"
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/73F0C209-0E1B-4521-9705-4294981C880F
http://wistor.nl/utrecht/areaaldata/id/2996FDA1-AF61-4CE8-A6FC-65AA556ACF03,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/9F2D1F7C-B814-4AB7-B70B-04F79012EB7F
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.025487553267404,52.085852657135675],[5.025487758714765,52.08585490236728],[5.0254879641621635,52.08585714759883]]}"
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.0254879641621635 52.08585714759883, 5.025487758714765 52.08585490236728, 5.025487553267404 52.085852657135675)"
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{3597069A-957F-49F3-B200-76FF79F46378}
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,'t Weer
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,0.5003998401
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,167
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{3597069A-957F-49F3-B200-76FF79F46378}
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (130207.942744918 455349.729921297, 130207.927419374 455349.480191188, 130207.912093831 455349.230461078)"
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,De Meern
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,VLEUTEN - DE MEERN
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/A9C74E61-05F7-40F9-86C1-D9CF7CC83241
http://wistor.nl/utrecht/areaaldata/id/3597069A-957F-49F3-B200-76FF79F46378,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/CC3557B5-F2E1-416A-8859-AE16838B2FBC
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.1012105900361,52.11561372870206],[5.1011891186051725,52.11559858500612],[5.101188474169354,52.115598114465705],[5.101187856276879,52.11559763061939],[5.1011872656520625,52.11559713403439],[5.10118670298729,52.11559662529285],[5.1011861689421885,52.11559610499116],[5.101185664142787,52.11559557373929],[5.101185189180871,52.115595032159966],[5.10118474461323,52.11559448088812],[5.101184330961018,52.11559392056997],[5.1011839487091715,52.115593351862444],[5.10118359830578,52.11559277543214],[5.101183280161618,52.11559219195488],[5.101182994649653,52.11559160211459],[5.101182742104584,52.11559100660283],[5.101182522822457,52.11559040611759],[5.101182337060341,52.115589801362916],[5.101182185035993,52.11558919304771],[5.101182066927638,52.11558858188512],[5.101181982873722,52.115587968591555],[5.101181932972791,52.115587353886056],[5.101181917283336,52.11558673848914],[5.101181935823746,52.11558612312226],[5.1011819885722804,52.11558550850686],[5.101182075467113,52.11558489536338],[5.101182196406374,52.11558428441064],[5.101182351248279,52.11558367636486],[5.101182539811314,52.11558307193877],[5.1011827618744165,52.11558247184103],[5.101183017177281,52.115581876775124],[5.101183305420607,52.11558128743853],[5.101183626266483,52.1155807045222],[5.1011839793387965,52.11558012870952],[5.101184364223636,52.11557956067545],[5.1011847804698,52.1155790010859],[5.1011852275893395,52.11557845059685],[5.101185705058087,52.11557790985369],[5.1011862123163185,52.11557737949026],[5.101186748769369,52.11557686012835],[5.101187313788385,52.11557635237677],[5.101187906710967,52.115575856830766],[5.101188526842068,52.11557537407129],[5.101189173454686,52.11557490466421],[5.10118984579083,52.11557444915985],[5.101190543062319,52.115574008092175],[5.102233747717321,52.11493631702817],[5.102234458290005,52.114935867227565],[5.102235142931473,52.11493540243392],[5.102235800807551,52.11493492321353],[5.102236431116757,52.11493443015031],[5.10223703309112,52.114933923844845],[5.1022376059972645,52.11493340491409],[5.102238149137174,52.11493287399027],[5.102238661849104,52.11493233172019],[5.102239143508423,52.1149317787646],[5.102239593528292,52.11493121579714],[5.102240011360417,52.11493064350369],[5.1022403964957554,52.11493006258149],[5.102240748465078,52.11492947373836],[5.102241066839553,52.114928877691725],[5.102241351231314,52.11492827516769],[5.10224160129384,52.11492766690042],[5.102241816722503,52.11492705363097],[5.102241997254816,52.114926436106494],[5.102242142670845,52.114925815079296],[5.102242252793416,52.11492519130615],[5.102242327488355,52.11492456554694],[5.102242366664684,52.11492393856406],[5.102242370274641,52.11492331112138],[5.102242338313869,52.11492268398335],[5.1022422708212645,52.114922057914114],[5.102242167879085,52.11492143367627],[5.102242029612754,52.114920812030554],[5.102241856190728,52.11492019373422],[5.102241647824278,52.11491957954058],[5.102241404767281,52.11491897019801],[5.102241127315871,52.114918366448784],[5.102240815808074,52.11491776902855],[5.102240470623418,52.114917178665195],[5.1022400921824405,52.11491659607792],[5.1022396809462425,52.11491602197658],[5.102239237415844,52.11491545706057],[5.1022387621316145,52.114914902018185],[5.1022382556726305,52.11491435752565],[5.102237718655911,52.114913824246344],[5.10223715173573,52.11491330283002],[5.10223655560282,52.114912793911905],[5.102235930983448,52.114912298111975],[5.102235278638649,52.11491181603443],[5.102234599363165,52.11491134826651],[5.102233893984617,52.11491089537814],[5.102110991775788,52.114834693679356]]}"
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.102110991775788 52.114834693679356, 5.102233893984617 52.11491089537814, 5.102234599363165 52.11491134826651, 5.102235278638649 52.11491181603443, 5.102235930983448 52.114912298111975, 5.10223655560282 52.114912793911905, 5.10223715173573 52.11491330283002, 5.102237718655911 52.114913824246344, 5.1022382556726305 52.11491435752565, 5.1022387621316145 52.114914902018185, 5.102239237415844 52.11491545706057, 5.1022396809462425 52.11491602197658, 5.1022400921824405 52.11491659607792, 5.102240470623418 52.114917178665195, 5.102240815808074 52.11491776902855, 5.102241127315871 52.114918366448784, 5.102241404767281 52.11491897019801, 5.102241647824278 52.11491957954058, 5.102241856190728 52.11492019373422, 5.102242029612754 52.114920812030554, 5.102242167879085 52.11492143367627, 5.1022422708212645 52.114922057914114, 5.102242338313869 52.11492268398335, 5.102242370274641 52.11492331112138, 5.102242366664684 52.11492393856406, 5.102242327488355 52.11492456554694, 5.102242252793416 52.11492519130615, 5.102242142670845 52.114925815079296, 5.102241997254816 52.114926436106494, 5.102241816722503 52.11492705363097, 5.10224160129384 52.11492766690042, 5.102241351231314 52.11492827516769, 5.102241066839553 52.114928877691725, 5.102240748465078 52.11492947373836, 5.1022403964957554 52.11493006258149, 5.102240011360417 52.11493064350369, 5.102239593528292 52.11493121579714, 5.102239143508423 52.1149317787646, 5.102238661849104 52.11493233172019, 5.102238149137174 52.11493287399027, 5.1022376059972645 52.11493340491409, 5.10223703309112 52.114933923844845, 5.102236431116757 52.11493443015031, 5.102235800807551 52.11493492321353, 5.102235142931473 52.11493540243392, 5.102234458290005 52.114935867227565, 5.102233747717321 52.11493631702817, 5.101190543062319 52.115574008092175, 5.10118984579083 52.11557444915985, 5.101189173454686 52.11557490466421, 5.101188526842068 52.11557537407129, 5.101187906710967 52.115575856830766, 5.101187313788385 52.11557635237677, 5.101186748769369 52.11557686012835, 5.1011862123163185 52.11557737949026, 5.101185705058087 52.11557790985369, 5.1011852275893395 52.11557845059685, 5.1011847804698 52.1155790010859, 5.101184364223636 52.11557956067545, 5.1011839793387965 52.11558012870952, 5.101183626266483 52.1155807045222, 5.101183305420607 52.11558128743853, 5.101183017177281 52.115581876775124, 5.1011827618744165 52.11558247184103, 5.101182539811314 52.11558307193877, 5.101182351248279 52.11558367636486, 5.101182196406374 52.11558428441064, 5.101182075467113 52.11558489536338, 5.1011819885722804 52.11558550850686, 5.101181935823746 52.11558612312226, 5.101181917283336 52.11558673848914, 5.101181932972791 52.115587353886056, 5.101181982873722 52.115587968591555, 5.101182066927638 52.11558858188512, 5.101182185035993 52.11558919304771, 5.101182337060341 52.115589801362916, 5.101182522822457 52.11559040611759, 5.101182742104584 52.11559100660283, 5.101182994649653 52.11559160211459, 5.101183280161618 52.11559219195488, 5.10118359830578 52.11559277543214, 5.1011839487091715 52.115593351862444, 5.101184330961018 52.11559392056997, 5.10118474461323 52.11559448088812, 5.101185189180871 52.115595032159966, 5.101185664142787 52.11559557373929, 5.1011861689421885 52.11559610499116, 5.10118670298729 52.11559662529285, 5.1011872656520625 52.11559713403439, 5.101187856276879 52.11559763061939, 5.101188474169354 52.115598114465705, 5.1011891186051725 52.11559858500612, 5.1012105900361 52.11561372870206)"
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{360CB22F-8D29-4391-B6DC-0673BA62EDB5}
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Kaap Hoorndreef e.o.
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,121.0342976603
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,141
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{360CB22F-8D29-4391-B6DC-0673BA62EDB5}
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (135472.339267621 458550.34926435, 135480.790806639 458558.794346883, 135480.839319665 458558.844545192, 135480.886051243 458558.896406001, 135480.930944436 458558.949866126, 135480.973944551 458559.004860435, 135481.014999197 458559.061321925, 135481.054058357 458559.119181806, 135481.091074442 458559.178369586, 135481.126002353 458559.238813154, 135481.158799538 458559.300438867, 135481.189426037 458559.363171645, 135481.217844537 458559.426935056, 135481.244020415 458559.491651417, 135481.267921778 458559.557241879, 135481.289519507 458559.62362653, 135481.308787288 458559.690724492, 135481.325701647 458559.758454015, 135481.340241976 458559.826732582, 135481.352390559 458559.895477005, 135481.362132596 458559.964603531, 135481.369456218 458560.034027939, 135481.374352502 458560.103665646, 135481.376815481 458560.17343181, 135481.376842157 458560.24324143, 135481.374432495 458560.313009456, 135481.369589433 458560.382650885, 135481.36231887 458560.452080869, 135481.352629664 458560.52121482, 135481.340533621 458560.589968508, 135481.326045477 458560.658258167, 135481.309182885 458560.726000597, 135481.289966387 458560.793113264, 135481.268419398 458560.859514401, 135481.244568168 458560.92512311, 135481.218441757 458560.989859456, 135481.190071996 458561.053644568, 135481.159493448 458561.116400733, 135481.126743369 458561.178051493, 135481.091861661 458561.238521736, 135481.05489082 458561.297737787, 135481.01587589 458561.355627503, 135480.974864406 458561.412120352, 135480.931906332 458561.467147506, 135480.887054008 458561.520641925, 135480.840362077 458561.572538433, 135480.791887429 458561.622773802, 135409.616501693 458632.852574968, 135409.568935695 458632.901835833, 135409.523083959 458632.952696183, 135409.479000237 458633.005096396, 135409.436736206 458633.058975043, 135409.396341414 458633.114268963, 135409.357863213 458633.170913336, 135409.321346713 458633.228841758, 135409.28683472 458633.28798632, 135409.254367693 458633.348277688, 135409.223983692 458633.409645183, 135409.195718337 458633.472016864, 135409.169604762 458633.535319613, 135409.14567358 458633.599479222, 135409.123952846 458633.664420477, 135409.104468022 458633.730067248, 135409.08724195 458633.796342578, 135409.072294825 458633.863168773, 135409.059644168 458633.930467493, 135409.04930481 458633.998159846, 135409.041288871 458634.066166475, 135409.035605749 458634.134407658, 135409.032262106 458634.202803395, 135409.031261861 458634.271273509, 135409.032606187 458634.339737731, 135409.036293508 458634.408115801, 135409.042319502 458634.476327562, 135409.050677104 458634.544293049, 135409.061356517 458634.611932586, 135409.074345221 458634.679166881, 135409.08962799 458634.745917116, 135409.107186908 458634.81210504, 135409.127001391 458634.877653062, 135409.149048211 458634.94248434, 135409.173301522 458635.006522874, 135409.199732892 458635.069693591, 135409.228311337 458635.131922438, 135409.259003354 458635.193136464, 135409.291772963 458635.253263909, 135409.326581749 458635.312234286, 135409.363388905 458635.369978464, 135409.402151284 458635.426428751, 135409.442823444 458635.481518971, 135409.485357705 458635.535184542, 135409.529704207 458635.587362552, 135411.007014647 458637.266442934)"
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Vechtzoom, Klopvaart"
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,OVERVECHT
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/213376C0-4D5F-4D51-8252-735DF1DD86C3
http://wistor.nl/utrecht/areaaldata/id/360CB22F-8D29-4391-B6DC-0673BA62EDB5,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/E3545385-0DFE-4250-A544-80DBB59968F8
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.110056614730433,52.0917761223505],[5.110174587024598,52.09181917404565]]}"
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.110056614730433 52.0917761223505, 5.110174587024598 52.09181917404565)"
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{3905DED4-6FDD-4769-B7C3-9F099823B50C}
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,"Hoog Catharijne, Leidseveer, NS"
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,9.3972065048
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/01a31554-111c-4765-82cb-79f0b178eb8e
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,145
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{3905DED4-6FDD-4769-B7C3-9F099823B50C}
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (136006.789691784 455982.772675493, 136014.89272458 455987.531703713)"
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Binnenstad city- en winkelgebied
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,BINNENSTAD
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/0E170579-C050-4DEC-A0C2-50127D5ED4EF
http://wistor.nl/utrecht/areaaldata/id/3905DED4-6FDD-4769-B7C3-9F099823B50C,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/4F9F58C5-E32A-47D7-BDEF-7D61485C6042
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.131675768203096,52.07020741422342],[5.131694188828796,52.07019884881108]]}"
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.131675768203096 52.07020741422342, 5.131694188828796 52.07019884881108)"
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{39935490-5A52-4A7C-ABDD-3B66CBCCA3FB}
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Brennerbaan e.o.
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,1.5821960715
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/b5a9a70f-97ec-4025-bcd0-06c38ac8073a
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,137
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{39935490-5A52-4A7C-ABDD-3B66CBCCA3FB}
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (137479.931424513 453577.637245367, 137481.191066979 453576.679829435)"
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,Lunetten
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,ZUID
http://wistor.nl/utrecht/areaaldata/id/39935490-5A52-4A7C-ABDD-3B66CBCCA3FB,https://w3id.org/nen2660/def#isDescribedBy,http://wistor.nl/utrecht/areaaldata/id/2E91C143-BD71-48A3-B9BD-0018DB980ACF
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,http://www.opengis.net/ont/geosparql#asGeoJSON,"{""type"":""LineString"",""coordinates"":[[5.100075561018641,52.10066880876085],[5.100105854255206,52.10068866685133],[5.100130786602888,52.10067665653782],[5.100098536996474,52.10065551599841]]}"
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,http://www.opengis.net/ont/geosparql#asWKT,"LineString (5.100075561018641 52.10066880876085, 5.100105854255206 52.10068866685133, 5.100130786602888 52.10067665653782, 5.100098536996474 52.10065551599841)"
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://data.crow.nl/imbor/def/ea3de512-7af7-439f-bdd4-1ddacf6cc2bc
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,http://www.wistor.nl/imborconversie#C_pl_Contouren_ID,{39A625A2-33CE-41FA-AD2E-DDEAF726CFFE}
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/1e0da1f5-df4c-4b39-ae26-e47cc2d3b847,Esdoornstraat e.o.
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/2b1b2ffa-6cdd-4c54-b8c3-475757e347ff,8.4275311911
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/4e721262-e6e2-41df-bb99-0b6693e32435,https://data.crow.nl/imbor/id/domeinwaarden/6379c4bf-5b27-4554-b3fa-701eb04898da
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/53b695c9-5b86-425e-b65a-537c6d6868e2,162
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/5f430c8d-7503-4a69-9e2f-f0b6e6c7f54e,{39A625A2-33CE-41FA-AD2E-DDEAF726CFFE}
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/888e13ae-214e-471e-839b-79d77d69d46e,"LineString (135326.689511591 456974.818224231, 135328.773858833 456977.019404573, 135330.476874988 456975.676399172, 135328.257918509 456973.333064395)"
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/e131b17d-2b7f-4647-95df-ce38ec97a3f2,"Ondiep, 2e Daalsebuurt"
http://wistor.nl/utrecht/areaaldata/id/39A625A2-33CE-41FA-AD2E-DDEAF726CFFE,https://data.crow.nl/imbor/def/eddf0b00-9121-490c-8d2c-272d1e67d8c3,NOORDWEST
